id;host_id;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
12144363;65197813;Barra da Tijuca;-23.01005;-43.42121;Entire home/apt;1300;20;0;;;1;89
12145114;64780467;Flamengo;-22.92879;-43.17469;Entire home/apt;971;15;0;;;1;363
12145437;65205638;Jacarepaguá;-22.97024;-43.39218;Entire home/apt;800;2;5;06/10/2019;0.09;1;364
12150328;65236923;Barra da Tijuca;-23.01051;-43.4408;Entire home/apt;315;3;3;16/03/2019;0.05;1;0
12152298;59985744;Humaitá;-22.95971;-43.20294;Entire home/apt;1000;7;0;;;1;365
12153547;65259088;Leme;-22.96257;-43.16849;Entire home/apt;210;2;2;03/03/2020;0.03;1;364
12153689;65259762;Copacabana;-22.97627;-43.1923;Entire home/apt;250;2;7;14/09/2020;0.12;2;352
12155784;65274643;Botafogo;-22.95802;-43.18193;Private room;129;2;0;;;1;179
12155958;44878604;Copacabana;-22.96795;-43.18917;Private room;180;5;5;26/02/2020;0.08;3;364
12157145;18875916;Leme;-22.96032;-43.17041;Entire home/apt;155;3;34;28/02/2021;0.58;1;29
12158729;31689897;Jacarepaguá;-22.96893;-43.39751;Entire home/apt;291;5;0;;;2;365
12167314;22207679;Barra da Tijuca;-23.01553;-43.30447;Entire home/apt;2500;7;2;20/01/2018;0.03;1;365
12167607;30669035;Copacabana;-22.96844;-43.18252;Entire home/apt;195;3;2;09/08/2016;0.04;9;0
12169013;497786;São Conrado;-22.99887;-43.26985;Entire home/apt;120;2;2;03/01/2021;0.04;5;176
12169557;65372548;Barra da Tijuca;-22.99633;-43.40336;Entire home/apt;251;2;46;14/03/2021;0.89;1;325
12172795;2020642;Ipanema;-22.9836;-43.20634;Private room;150;1;2;07/10/2019;0.07;3;89
12173340;532498;Ipanema;-22.98531;-43.20687;Entire home/apt;700;2;0;;;48;365
12175267;65413619;Barra da Tijuca;-23.00663;-43.33954;Entire home/apt;400;3;6;08/12/2019;0.11;1;358
12175432;65414376;Tijuca;-22.91757;-43.21603;Private room;86;1;0;;;1;364
12175540;33450426;Flamengo;-22.92701;-43.17639;Entire home/apt;700;1;0;;;1;364
12175798;64818111;Copacabana;-22.96397;-43.17518;Entire home/apt;165;3;14;01/03/2020;0.25;1;364
12181720;64294308;Copacabana;-22.97824;-43.18927;Entire home/apt;350;3;1;19/08/2016;0.02;6;365
12182406;56464577;Copacabana;-22.96934;-43.18292;Private room;1142;5;1;17/08/2016;0.02;7;365
12183859;2695351;Barra da Tijuca;-23.00706;-43.29479;Private room;180;5;5;03/01/2020;0.09;3;364
12184034;65470341;Maracanã;-22.91246;-43.21776;Private room;824;5;0;;;1;365
12188140;65504935;Recreio dos Bandeirantes;-23.0121;-43.45459;Entire home/apt;1500;20;0;;;1;365
12188649;65505273;Vila Isabel;-22.92176;-43.24013;Entire home/apt;1200;15;0;;;1;180
12189359;65513522;Maracanã;-22.91604;-43.22842;Private room;150;5;0;;;1;365
12189489;57059088;Leme;-22.9613;-43.16883;Entire home/apt;129;3;43;18/12/2020;0.73;1;336
12190414;65522379;Taquara;-22.91385;-43.40582;Entire home/apt;7000;1;0;;;1;179
12198480;51824011;Andaraí;-22.92515;-43.24934;Private room;100;1;4;10/01/2017;0.07;2;365
12199768;49502811;Curicica;-22.96278;-43.40289;Entire home/apt;1098;5;0;;;1;0
12202072;65584509;Jacarepaguá;-22.9646;-43.40331;Entire home/apt;1100;15;0;;;1;365
12202306;65610612;Copacabana;-22.97732;-43.19211;Entire home/apt;700;1;5;26/02/2020;0.09;1;365
12202704;65609059;Botafogo;-22.95382;-43.18666;Entire home/apt;1550;7;0;;;2;362
12203646;26748682;Jacarepaguá;-22.96676;-43.41364;Private room;129;1;6;04/03/2021;0.12;14;365
12203676;10035825;Copacabana;-22.98137;-43.18981;Private room;170;3;33;04/01/2021;0.56;2;171
12207795;65650397;Todos os Santos;-22.89484;-43.28709;Private room;159;1;9;06/10/2019;0.16;1;365
12208930;65509429;Andaraí;-22.92892;-43.24486;Private room;70;1;2;26/02/2020;0.08;1;365
12209805;26556100;Jacarepaguá;-22.96784;-43.39125;Entire home/apt;1500;2;0;;;1;88
12212292;65685232;Andaraí;-22.92628;-43.24641;Private room;150;1;0;;;1;87
12218691;12206262;Copacabana;-22.96756;-43.18343;Entire home/apt;196;7;4;20/02/2017;0.07;1;0
12221742;65742738;Barra da Tijuca;-23.00668;-43.42887;Entire home/apt;110;4;29;19/02/2021;0.49;1;46
12223628;65753155;Barra da Tijuca;-23.0144;-43.30313;Entire home/apt;1150;3;19;21/02/2021;0.36;2;177
12224550;58858477;Engenho de Dentro;-22.90673;-43.29999;Private room;750;3;0;;;1;365
12226083;65771237;Recreio dos Bandeirantes;-23.02945;-43.47772;Entire home/apt;3335;1;0;;;1;365
12227652;32168832;Botafogo;-22.9548;-43.19119;Entire home/apt;300;1;20;13/03/2020;0.35;12;0
12227663;3641304;Copacabana;-22.96573;-43.17392;Entire home/apt;324;3;2;06/03/2019;0.07;2;88
12229385;41110063;Copacabana;-22.97607;-43.19068;Entire home/apt;176;2;23;25/02/2021;0.51;1;178
12229601;65798450;Copacabana;-22.9616;-43.17482;Entire home/apt;290;2;0;;;3;325
12240197;65873930;Recreio dos Bandeirantes;-23.02384;-43.48733;Private room;192;1;1;21/02/2017;0.02;1;0
12241664;41313259;Copacabana;-22.96441;-43.17505;Entire home/apt;178;3;137;04/03/2021;2.29;4;108
12247246;65923393;Recreio dos Bandeirantes;-23.0094;-43.46004;Entire home/apt;2000;1;0;;;1;365
12247622;65925985;Jacarepaguá;-22.96885;-43.39126;Private room;200;1;4;10/11/2019;0.07;2;365
12248031;14608337;Leblon;-22.98367;-43.22245;Private room;604;1;0;;;2;365
12248595;65933748;Leblon;-22.98408;-43.22655;Entire home/apt;4667;1;0;;;1;365
12248658;61420515;Barra da Tijuca;-22.98355;-43.38344;Entire home/apt;1500;20;0;;;1;83
12253878;5271706;Laranjeiras;-22.93763;-43.18125;Entire home/apt;650;5;5;26/02/2020;0.19;3;180
12261306;65975604;Ipanema;-22.98162;-43.19951;Private room;200;1;14;02/01/2020;0.26;4;363
12263072;66039372;Jacarepaguá;-22.9638;-43.40407;Entire home/apt;153;1;24;24/12/2020;0.42;41;0
12263883;33423772;Barra da Tijuca;-23.01006;-43.37022;Entire home/apt;250;2;8;26/02/2020;0.14;1;364
12264351;706633;Recreio dos Bandeirantes;-23.00837;-43.4465;Entire home/apt;250;3;36;16/03/2021;0.63;1;282
12265532;14655486;Flamengo;-22.92783;-43.17611;Entire home/apt;200;3;11;26/02/2020;0.2;1;363
12270300;61332724;Copacabana;-22.97634;-43.19185;Entire home/apt;130;1;62;24/02/2021;1.31;1;358
12270978;41869757;Botafogo;-22.95132;-43.18053;Entire home/apt;1200;5;0;;;1;363
12273547;65945916;Maracanã;-22.91593;-43.22873;Private room;300;3;0;;;1;365
12282440;65085242;Barra da Tijuca;-23.00757;-43.31966;Entire home/apt;790;5;5;07/10/2019;0.09;1;363
12285130;66199648;Flamengo;-22.93369;-43.17827;Private room;55;1;59;05/10/2020;1.11;2;50
12286225;66208699;Ipanema;-22.98201;-43.21052;Entire home/apt;350;3;3;21/08/2016;0.05;2;305
12287526;47474851;Barra da Tijuca;-23.00826;-43.43251;Entire home/apt;565;15;0;;;1;365
12288859;1763389;Ipanema;-22.98399;-43.20074;Entire home/apt;350;3;124;14/02/2021;2.13;2;222
12290090;65925985;Jacarepaguá;-22.96901;-43.39353;Private room;400;1;10;10/11/2019;0.18;2;365
12290836;5854036;Copacabana;-22.96814;-43.18159;Entire home/apt;700;1;7;30/01/2018;0.12;3;365
12292232;66252021;Copacabana;-22.96985;-43.18273;Entire home/apt;600;4;0;;;1;364
12299876;66310885;Leme;-22.95854;-43.16848;Entire home/apt;75;15;7;29/12/2019;0.26;1;233
12302118;23343743;São Conrado;-22.99704;-43.25583;Private room;175;2;1;16/04/2018;0.03;1;364
12302891;45742164;Jardim Botânico;-22.9645;-43.2222;Private room;500;5;0;;;3;89
12305353;66349665;Jacarepaguá;-22.96745;-43.39366;Entire home/apt;560;25;0;;;1;87
12306284;66357295;Copacabana;-22.97994;-43.19122;Private room;200;2;8;25/02/2020;0.14;2;326
12306396;66358484;Laranjeiras;-22.94093;-43.19038;Private room;160;3;0;;;1;0
12306706;32168832;Botafogo;-22.95446;-43.19307;Hotel room;123;1;82;22/02/2021;1.43;12;72
12306768;32168832;Botafogo;-22.95574;-43.19263;Hotel room;107;1;32;02/03/2021;0.55;12;83
12307393;32168832;Botafogo;-22.95423;-43.19123;Hotel room;101;1;81;01/03/2021;1.41;12;83
12307400;32168832;Botafogo;-22.95618;-43.19237;Hotel room;91;1;66;11/07/2020;1.18;12;81
12310358;52664290;Lagoa;-22.96311;-43.20255;Entire home/apt;1773;1;0;;;1;365
12318786;66452600;Ipanema;-22.98349;-43.21241;Entire home/apt;400;5;1;21/08/2016;0.02;3;362
12318875;16613801;Copacabana;-22.96676;-43.18899;Private room;84;1;1;16/08/2016;0.02;7;365
12321763;66458439;Jacarepaguá;-22.96893;-43.38669;Entire home/apt;2800;31;0;;;1;365
12321782;4102240;Ipanema;-22.98387;-43.20087;Entire home/apt;995;4;23;13/01/2020;0.39;2;131
12324491;23044513;Copacabana;-22.97137;-43.18851;Entire home/apt;250;2;15;14/03/2018;0.3;1;88
12324624;66497873;Copacabana;-22.98249;-43.19271;Entire home/apt;550;4;2;03/01/2019;0.04;1;363
12326081;9651996;Flamengo;-22.94125;-43.17317;Private room;154;5;5;15/02/2018;0.09;1;88
12331820;20579353;Copacabana;-22.98357;-43.19009;Entire home/apt;700;2;57;07/03/2021;2.11;1;302
12335705;66582437;Copacabana;-22.98158;-43.19546;Entire home/apt;150;2;42;03/06/2018;0.71;1;0
12335997;66585257;Ipanema;-22.98528;-43.19423;Entire home/apt;750;25;0;;;1;33
12337869;15444297;Flamengo;-22.93792;-43.17868;Entire home/apt;2800;1;0;;;2;365
12338151;1775610;Barra da Tijuca;-23.00812;-43.42889;Private room;5000;1;0;;;1;0
12338969;49020543;Camorim;-22.98004;-43.41575;Entire home/apt;850;15;0;;;1;365
12343325;66640516;Jacarepaguá;-22.97168;-43.38564;Entire home/apt;1221;12;0;;;1;365
12343506;61150431;Centro;-22.90772;-43.17317;Entire home/apt;600;7;0;;;1;364
12344498;66651487;Copacabana;-22.96359;-43.17759;Entire home/apt;355;3;3;08/03/2019;0.05;1;362
12344636;26618183;Botafogo;-22.94364;-43.1815;Entire home/apt;85;30;8;15/12/2020;0.14;1;87
12348647;31251334;Copacabana;-22.96489;-43.17886;Entire home/apt;210;4;1;26/10/2017;0.02;2;361
12352080;66706714;Maracanã;-22.91573;-43.22979;Entire home/apt;700;1;0;;;1;365
12355179;60067949;Recreio dos Bandeirantes;-23.0262;-43.46728;Entire home/apt;240;2;22;10/02/2020;0.37;1;301
12355337;14079031;Tijuca;-22.93701;-43.24277;Entire home/apt;750;3;0;;;1;365
12356156;66733715;Maracanã;-22.91613;-43.2322;Entire home/apt;600;2;0;;;1;364
12356244;15518003;Barra da Tijuca;-23.01467;-43.29815;Entire home/apt;600;4;6;28/10/2019;0.11;1;365
12356295;56895833;Barra da Tijuca;-23.00522;-43.36685;Entire home/apt;2500;1;0;;;2;365
12358824;66751687;Jacarepaguá;-22.97032;-43.3921;Entire home/apt;225;30;5;02/02/2020;0.09;1;310
12358953;63295363;Leblon;-22.9842;-43.21976;Entire home/apt;999;3;2;22/08/2016;0.03;1;358
12359297;66755684;Jacarepaguá;-22.97034;-43.38154;Entire home/apt;1250;3;8;03/01/2021;0.28;1;363
12359445;66757146;Jacarepaguá;-22.97022;-43.39294;Entire home/apt;980;2;2;19/08/2016;0.04;1;365
12360064;66452600;Ipanema;-22.98365;-43.21393;Private room;250;10;0;;;3;363
12361968;66771552;Jacarepaguá;-22.97009;-43.41457;Entire home/apt;256;1;12;05/01/2020;0.21;1;266
12362411;66776365;Ipanema;-22.9791;-43.20053;Entire home/apt;2100;14;0;;;1;362
12362765;66779100;Barra da Tijuca;-23.01049;-43.32821;Entire home/apt;1000;3;0;;;1;87
12363360;39686533;Recreio dos Bandeirantes;-23.00692;-43.44246;Entire home/apt;700;10;1;21/08/2016;0.02;1;365
12364620;66793962;Botafogo;-22.9539;-43.18505;Entire home/apt;400;2;0;;;1;362
12365037;23629248;Jacarepaguá;-22.9714;-43.39237;Entire home/apt;220;1;3;11/03/2021;0.05;1;326
12366745;36349472;Grajaú;-22.92194;-43.26494;Entire home/apt;521;4;0;;;1;362
12367648;51097130;Taquara;-22.92577;-43.3748;Entire home/apt;248;2;2;20/08/2018;0.05;1;0
12368051;52121539;Grajaú;-22.91767;-43.2665;Entire home/apt;600;1;0;;;1;365
12375495;66876841;Leblon;-22.97863;-43.22364;Entire home/apt;300;1;5;19/02/2020;0.12;1;364
12376898;66887963;Gávea;-22.97548;-43.22929;Entire home/apt;500;3;0;;;1;363
12377579;66892805;Santa Teresa;-22.9355;-43.20284;Private room;300;2;1;09/02/2019;0.04;1;364
12378552;4835601;Laranjeiras;-22.93531;-43.18122;Entire home/apt;199;5;27;15/01/2021;0.53;1;145
12378993;66902019;Pechincha;-22.92627;-43.356;Entire home/apt;1200;1;0;;;1;365
12379529;3413189;Leme;-22.96368;-43.16975;Entire home/apt;2467;5;0;;;55;363
12381867;28338237;Humaitá;-22.95626;-43.20287;Entire home/apt;440;3;6;04/01/2021;0.4;3;1
12382163;6422051;Copacabana;-22.98205;-43.18989;Entire home/apt;155;1;6;04/01/2021;0.13;18;92
12386501;10349626;Barra da Tijuca;-23.0097;-43.30875;Entire home/apt;850;4;0;;;2;365
12386754;46806241;Barra da Tijuca;-23.00588;-43.32804;Entire home/apt;343;3;10;02/01/2021;0.33;1;149
12397163;67031625;Jacarepaguá;-22.96014;-43.4217;Entire home/apt;1647;1;0;;;1;362
12400895;7816122;Ipanema;-22.9836;-43.20752;Entire home/apt;2483;2;73;17/01/2021;1.25;3;365
12402329;32445195;Barra da Tijuca;-23.00502;-43.43427;Entire home/apt;1000;2;0;;;2;358
12404730;14079245;Barra da Tijuca;-22.99993;-43.42028;Entire home/apt;2500;8;0;;;2;365
12407279;55644005;Barra da Tijuca;-23.00962;-43.30552;Private room;250;3;0;;;1;0
12407682;67075871;Rio Comprido;-22.9206;-43.21112;Entire home/apt;500;1;0;;;1;365
12408144;52175159;Recreio dos Bandeirantes;-23.0254;-43.52375;Entire home/apt;280;2;5;08/09/2020;0.08;1;31
12408180;67101774;Taquara;-22.93783;-43.36119;Shared room;7500;1;0;;;1;89
12410496;67117467;Copacabana;-22.97365;-43.18759;Private room;275;5;2;02/01/2018;0.04;2;126
12410890;67114152;Recreio dos Bandeirantes;-23.00809;-43.44315;Entire home/apt;214;2;110;21/02/2021;1.87;1;326
12410943;65713298;Copacabana;-22.96842;-43.18657;Private room;120;7;2;28/07/2016;0.03;1;179
12411476;67116016;Recreio dos Bandeirantes;-23.02286;-43.46026;Entire home/apt;1500;1;0;;;1;365
12418571;11700294;Copacabana;-22.96741;-43.18593;Entire home/apt;279;5;6;03/10/2019;0.11;1;364
12424008;67201045;Barra da Tijuca;-22.98671;-43.35625;Entire home/apt;212;7;0;;;2;236
12424178;67202563;Vidigal;-22.99359;-43.23573;Private room;93;1;4;02/01/2021;0.07;2;365
12424677;67205145;Botafogo;-22.93952;-43.18218;Entire home/apt;275;3;0;;;1;0
12426466;67215094;Freguesia (Jacarepaguá);-22.93992;-43.33354;Entire home/apt;435;5;0;;;1;365
12426546;1982737;Ipanema;-22.98478;-43.20424;Entire home/apt;531;2;8;23/11/2020;0.14;44;255
12429934;66346758;Copacabana;-22.96475;-43.17552;Entire home/apt;850;3;0;;;1;365
12431487;15180000;Leblon;-22.98293;-43.22003;Entire home/apt;486;4;2;14/02/2018;0.04;1;170
12432545;41936765;Barra da Tijuca;-23.00276;-43.37753;Entire home/apt;809;5;0;;;1;358
12432727;59036903;Recreio dos Bandeirantes;-23.02475;-43.48784;Entire home/apt;1800;1;0;;;1;365
12433761;67256945;Vargem Grande;-22.97441;-43.49083;Entire home/apt;300;1;0;;;1;365
12434212;60810598;Jacarepaguá;-22.96775;-43.39845;Private room;150;1;0;;;2;0
12440287;67300900;Cidade Nova;-22.91273;-43.19616;Entire home/apt;300;3;2;14/03/2020;0.13;3;364
12441704;67201045;Barra da Tijuca;-22.98836;-43.3581;Entire home/apt;252;7;1;21/08/2016;0.02;2;0
12447301;64285359;Barra da Tijuca;-23.00406;-43.34694;Entire home/apt;193;7;36;03/01/2021;0.64;1;0
12448656;67350051;Copacabana;-22.97628;-43.18938;Entire home/apt;166;4;7;13/03/2021;0.13;1;67
12451327;67365234;Barra da Tijuca;-23.00958;-43.42938;Entire home/apt;200;2;106;25/02/2020;2.26;1;162
12452069;67370209;Barra da Tijuca;-23.00935;-43.34118;Entire home/apt;1000;3;62;28/02/2021;1.11;2;331
12455978;67360152;Jacarepaguá;-22.96181;-43.41367;Private room;250;1;0;;;1;365
12459454;67419220;Recreio dos Bandeirantes;-23.02311;-43.50864;Entire home/apt;251;4;10;17/02/2021;0.67;1;83
12460541;61323538;Leblon;-22.98332;-43.22603;Entire home/apt;589;2;10;13/01/2020;0.27;1;49
12462308;9305388;Copacabana;-22.96444;-43.17868;Entire home/apt;200;2;4;01/01/2021;0.3;1;179
12464790;63954449;Rio Comprido;-22.92385;-43.20748;Private room;85;7;1;22/03/2020;0.08;6;61
12465051;10207502;Copacabana;-22.98362;-43.19501;Entire home/apt;186;3;19;07/03/2021;0.34;2;298
12466710;16050739;Copacabana;-22.9637;-43.17922;Private room;700;2;5;24/02/2020;0.09;2;365
12469332;48471618;Barra da Tijuca;-23.00979;-43.4314;Entire home/apt;1652;1;0;;;1;365
12470823;67372361;Ipanema;-22.98497;-43.19447;Entire home/apt;923;2;19;26/02/2020;0.34;1;358
12471244;67496489;Camorim;-22.98063;-43.41406;Entire home/apt;600;2;0;;;1;364
12471832;52289338;Copacabana;-22.96975;-43.18362;Entire home/apt;210;2;90;17/02/2021;1.51;4;242
12481774;67565606;Recreio dos Bandeirantes;-23.02119;-43.45515;Entire home/apt;826;1;1;02/01/2020;0.07;1;364
12482941;67573203;Barra da Tijuca;-23.01137;-43.32547;Entire home/apt;368;2;10;04/02/2021;3.06;1;209
12484368;10391242;Barra da Tijuca;-22.97412;-43.39691;Private room;450;5;0;;;1;365
12484816;62405895;Recreio dos Bandeirantes;-23.00282;-43.45491;Entire home/apt;486;15;0;;;1;363
12488621;67609283;Glória;-22.92224;-43.17341;Entire home/apt;75;2;107;01/03/2021;1.82;1;290
12492791;67598995;Jacarepaguá;-22.97042;-43.3939;Entire home/apt;1100;2;0;;;1;365
12495749;62779805;Jacarepaguá;-22.97239;-43.40707;Entire home/apt;300;1;15;12/10/2020;0.27;1;365
12509233;33502925;Jacarepaguá;-22.97065;-43.39458;Entire home/apt;990;14;0;;;1;358
12509275;53918534;Laranjeiras;-22.93562;-43.19178;Private room;192;1;18;25/02/2020;0.32;6;365
12509420;17862960;Ipanema;-22.98487;-43.21209;Entire home/apt;166;4;36;28/02/2021;0.64;2;244
12511098;67754391;Barra da Tijuca;-23.00914;-43.35862;Entire home/apt;340;2;9;17/02/2021;0.55;1;161
12511689;25992927;Barra da Tijuca;-22.99296;-43.40241;Entire home/apt;290;2;119;16/02/2021;2.11;1;276
12518971;67359896;Botafogo;-22.94227;-43.18724;Entire home/apt;1049;8;0;;;1;358
12520447;55292153;Recreio dos Bandeirantes;-23.00256;-43.48323;Entire home/apt;184;2;2;18/09/2017;0.04;1;205
12521420;67821179;Jacarepaguá;-22.96777;-43.38753;Private room;457;3;0;;;1;87
12521711;64111773;Flamengo;-22.92821;-43.1744;Entire home/apt;293;3;6;16/09/2016;0.11;2;364
12522081;34672377;Barra da Tijuca;-23.00657;-43.3309;Entire home/apt;1850;1;0;;;1;364
12522631;67831361;Ipanema;-22.98542;-43.20426;Entire home/apt;350;3;28;01/02/2021;0.5;1;163
12525002;67850207;Botafogo;-22.9543;-43.18718;Shared room;56;1;18;16/02/2021;0.32;12;99
12532344;67891760;Jacarepaguá;-22.97089;-43.35881;Private room;300;1;10;07/10/2019;0.18;2;365
12535973;29440276;Guaratiba;-22.98307;-43.55155;Entire home/apt;2150;1;0;;;1;365
12539971;67940174;Jacarepaguá;-22.96611;-43.38529;Entire home/apt;1100;5;0;;;1;362
12544942;67978042;Barra da Tijuca;-23.0049;-43.34374;Private room;129;2;46;19/10/2018;0.82;1;364
12569942;62000557;Centro;-22.90738;-43.17685;Entire home/apt;75;2;46;17/02/2021;0.87;3;204
12570083;68156427;Jacarepaguá;-22.96998;-43.39835;Entire home/apt;2000;5;0;;;1;83
12570109;68157574;Barra da Tijuca;-23.00964;-43.3424;Entire home/apt;5000;30;0;;;1;365
12573099;9563610;Alto da Boa Vista;-22.97992;-43.27738;Entire home/apt;1652;1;0;;;1;365
12579716;45213849;Jacarepaguá;-22.96669;-43.39494;Entire home/apt;320;4;2;02/01/2020;0.04;1;336
12580684;24760851;Leblon;-22.98502;-43.23466;Entire home/apt;6207;7;0;;;1;263
12584283;52566059;Copacabana;-22.97336;-43.18607;Entire home/apt;1647;10;0;;;1;365
12584548;62765449;Leme;-22.96419;-43.17342;Private room;163;5;0;;;1;364
12585094;60899388;Catete;-22.92925;-43.17862;Entire home/apt;800;2;0;;;1;364
12585929;68263931;Botafogo;-22.94363;-43.18212;Entire home/apt;800;10;1;02/06/2016;0.02;1;83
12587112;67505076;Centro;-22.9133;-43.18687;Private room;230;1;1;25/08/2016;0.02;1;365
12592541;68312195;Barra da Tijuca;-23.00962;-43.31793;Entire home/apt;2754;14;0;;;1;363
12593042;68316361;Barra da Tijuca;-23.00468;-43.3094;Private room;160;1;2;16/03/2020;0.14;2;357
12593313;68318466;Barra da Tijuca;-22.99806;-43.37674;Entire home/apt;4000;1;0;;;1;365
12597782;68352667;Praça da Bandeira;-22.91139;-43.21572;Entire home/apt;824;5;0;;;1;363
12600775;68378114;Centro;-22.91405;-43.18573;Private room;600;3;0;;;3;365
12601308;68377797;Vila Isabel;-22.91408;-43.23987;Private room;200;1;5;20/11/2016;0.09;1;0
12604456;68405451;Freguesia (Jacarepaguá);-22.93205;-43.33364;Private room;380;1;0;;;1;89
12606780;67255129;Tijuca;-22.92828;-43.23474;Private room;70;1;127;31/10/2020;2.27;2;266
12608429;65808044;Barra da Tijuca;-23.00962;-43.33956;Entire home/apt;1080;15;0;;;1;363
12609422;5230758;Copacabana;-22.96503;-43.17897;Entire home/apt;659;4;7;02/01/2019;0.12;1;365
12610375;10846183;Recreio dos Bandeirantes;-23.02043;-43.48664;Private room;120;1;1;22/08/2016;0.02;1;365
12616098;49609669;Copacabana;-22.96245;-43.17453;Entire home/apt;248;2;155;28/12/2020;2.84;2;365
12622305;68528263;Copacabana;-22.97544;-43.19153;Entire home/apt;1000;3;0;;;1;365
12622978;68532449;Barra da Tijuca;-23.00238;-43.43012;Entire home/apt;2000;15;0;;;1;363
12628229;65940088;Barra da Tijuca;-23.00483;-43.3211;Private room;160;1;9;05/01/2020;0.16;3;313
12628418;68568418;Jacarepaguá;-22.96934;-43.41544;Entire home/apt;1000;5;0;;;1;363
12629705;50439111;Santa Teresa;-22.92169;-43.18655;Entire home/apt;800;5;0;;;4;87
12639342;2538304;Flamengo;-22.93443;-43.1779;Entire home/apt;178;4;44;23/01/2021;0.75;4;180
12639927;68646630;Flamengo;-22.93211;-43.17637;Entire home/apt;500;5;2;27/02/2020;0.08;1;268
12647418;67819436;Recreio dos Bandeirantes;-23.02697;-43.47723;Shared room;55;3;12;04/01/2021;0.21;1;365
12647574;45669463;Copacabana;-22.9719;-43.18693;Entire home/apt;350;1;136;14/03/2021;2.31;1;104
12647682;21416036;Copacabana;-22.96387;-43.17625;Private room;200;1;13;25/02/2020;0.23;4;204
12648102;68698327;Bonsucesso;-22.85679;-43.25226;Shared room;60;1;0;;;3;365
12649929;65940088;Barra da Tijuca;-23.00391;-43.32174;Private room;120;1;29;02/01/2020;0.52;3;312
12652450;6752402;Jardim Carioca;-22.81081;-43.19309;Private room;110;1;0;;;1;0
12652672;65940088;Barra da Tijuca;-23.00556;-43.32032;Private room;98;1;55;17/03/2020;0.98;3;312
12652699;67891760;Jacarepaguá;-22.97036;-43.35916;Private room;300;1;6;06/10/2019;0.11;2;365
12653230;68733158;Copacabana;-22.98248;-43.19241;Entire home/apt;354;3;15;21/03/2021;0.27;1;247
12655739;13456017;Copacabana;-22.97699;-43.19267;Entire home/apt;199;2;144;07/03/2021;2.45;1;81
12665215;68810316;Tijuca;-22.93202;-43.24034;Entire home/apt;750;2;0;;;1;358
12665993;68815945;Barra da Tijuca;-22.97583;-43.39491;Entire home/apt;5000;1;0;;;1;0
12668067;49922002;Copacabana;-22.97171;-43.18439;Private room;150;2;0;;;3;230
12670132;48589194;Catete;-22.92265;-43.18015;Entire home/apt;200;1;1;14/08/2016;0.02;1;0
12670292;22019807;Recreio dos Bandeirantes;-23.03097;-43.49528;Entire home/apt;2463;15;0;;;2;362
12673330;68857064;Jacarepaguá;-22.96974;-43.39902;Entire home/apt;1000;10;0;;;1;364
12675165;51909646;Jacarepaguá;-22.96803;-43.39595;Entire home/apt;350;2;4;10/01/2020;0.07;1;365
12675486;68863674;Gamboa;-22.89454;-43.19506;Entire home/apt;2500;10;0;;;2;362
12675593;68872619;Irajá;-22.84344;-43.32491;Entire home/apt;400;1;0;;;1;365
12677097;68881024;Barra da Tijuca;-22.98823;-43.3559;Entire home/apt;3000;1;0;;;1;365
12677439;2024347;Barra da Tijuca;-23.00304;-43.30821;Entire home/apt;5000;4;0;;;3;365
12680727;55272273;Copacabana;-22.96131;-43.17425;Private room;165;2;18;17/11/2019;0.33;2;7
12681296;30717384;Lagoa;-22.97425;-43.20002;Entire home/apt;500;5;0;;;6;25
12685525;4356100;Leblon;-22.9851;-43.22106;Entire home/apt;1300;3;12;09/01/2021;0.22;1;49
12688929;61576287;Leme;-22.96195;-43.17405;Private room;523;4;2;14/08/2016;0.04;2;365
12693017;68984448;Praça da Bandeira;-22.9148;-43.21239;Private room;150;1;0;;;1;365
12693760;66625994;Copacabana;-22.9705;-43.18694;Entire home/apt;427;4;7;24/02/2020;0.13;1;362
12698250;14314998;Leblon;-22.98443;-43.22922;Entire home/apt;527;1;0;;;30;365
12699473;69028359;Itanhangá;-22.99885;-43.30939;Entire home/apt;2100;20;0;;;1;0
12702417;59723902;Barra da Tijuca;-23.01035;-43.43645;Entire home/apt;1377;15;0;;;1;365
12702610;14153973;Copacabana;-22.96785;-43.17858;Entire home/apt;300;2;3;25/07/2019;0.12;2;87
12703406;69053426;Maracanã;-22.91629;-43.23136;Entire home/apt;164;3;10;23/01/2020;0.18;1;362
12707963;128701805;Santa Teresa;-22.93454;-43.1996;Private room;130;1;219;22/03/2021;4.42;1;166
12709948;68730568;Engenho de Dentro;-22.89479;-43.28907;Private room;80;1;1;23/01/2019;0.04;1;0
12710354;64056904;Guaratiba;-23.00837;-43.53332;Entire home/apt;650;4;28;17/02/2021;0.73;1;339
12711229;68370028;Laranjeiras;-22.93861;-43.1896;Private room;300;1;0;;;1;362
12711669;58387300;Centro;-22.90773;-43.17375;Entire home/apt;260;1;0;;;1;180
12711730;36567485;Vila Isabel;-22.91532;-43.24107;Entire home/apt;1101;1;0;;;1;2
12711748;69107569;Botafogo;-22.94599;-43.18328;Entire home/apt;109;2;43;08/12/2020;0.76;2;179
12713446;15721766;Tijuca;-22.93185;-43.24001;Entire home/apt;450;7;0;;;1;178
12720985;69166015;Barra da Tijuca;-23.00819;-43.33178;Entire home/apt;1200;10;0;;;1;358
